Nama Perguruan Tinggi,Jumlah Mahasiswa,Jumlah Dosen,Jumlah Program Studi,Fasilitas Olahraga,Wisma/Asrama/Hotel,Teknologi Informasi,Public Area,PERS Mahasiswa,Asuransi,Gedung Pertemuan,Laboratorium,Poliklinik,Bus Kampus,Kalender Pendidikan,Pusat Pelatihan Bahasa,Perpustakaan,Sarana Ibadah,Free Hotspot,Jumlah Fasilitas,Bus Umum,Restaurant,Tempat Ibadah,Kos/Asrama,Terminal Bus,Café,Tempat Olahraga,Bandara,Mall,Rumah Sakit,Stasiun Kereta,Supermarket,Apotek,Jumlah Tempat Umum Terdekat,Akreditasi,Ranking Nasional
Akademi Pariwisata Widya Nusantara Surakarta,0.002535731,0.004374453,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.504427306
AMIK Cipta Darma,0.009624251,0.017497813,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.504998572
Sekolah Tinggi Ilmu Ekonomi Dharma Putra Semarang,0.01878746,0.033245844,0.073529412,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.495287061
Akademi Kebidanan Mamba ul Ulum Surakarta,0.005446058,0.009623797,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.506712368
Akademi Kebidanan Dulang Mas,0.000605118,0.000874891,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.490145673
STMIK Sinar Nusantara,0.016943292,0.028871391,0.058823529,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.519851471
Politeknik Muhammadiyah Tegal,0.004408714,0.006999125,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.515281348
Akademi Keperawatan Krida Husada,0.002939142,0.004374453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.531276778
Akademi Enterpreneurship Terang Bangsa,0.004552789,0.006999125,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.532704941
Akademi Teknik Tirta Wiyata,0.003371369,0.005249344,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.546700943
STIKES Muhammadiyah Kudus,0.025789534,0.04111986,0.058823529,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.544415881
Politeknik Indonusa Surakarta,0.016683956,0.026246719,0.073529412,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.53470437
Akademi Kebidanan Karsa Mulia,0.004639235,0.006999125,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.549842902
Akademi Kebidanan Giri Satria Husada,0.004985016,0.007874016,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.548414739
Politeknik Pratama Mulia,0.026913324,0.042869641,0.161764706,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.533561839
Akademi Keperawatan Alkautsar Temanggung,0.003515445,0.005249344,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.530991145
STAI Bakti Negara Tegal,0.006829184,0.010498688,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.539560126
Politeknik Manufaktur Ceper,0.003659521,0.005249344,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.557269352
Sekolah Tinggi Ilmu Ekonomi Assholeh,0.00714615,0.010498688,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.558697515
STIMIK Tunas Bangsa Banjarnegara,0.005273167,0.007874016,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.560125678
Akademi Pertanian PGRI Wonosobo,0.001325496,0.001749781,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.565552699
Akademi Sekretari Marsudirini Santa Maria,0.003256109,0.004374453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.585546987
Akademi Farmasi Kusuma Husada Purwokerto,0.003803596,0.005249344,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.569265924
Akademi Keperawatan Serulingmas,0.006425772,0.008748906,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.570408455
Sekolah Tinggi Pariwisata Sahid Surakarta,0.013773628,0.019247594,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.584118823
Sekolah Tinggi Ilmu Al-Qur`an (STIQ) Isy Karima Karanganyar,0.000835639,0.000874891,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.576978006
Sekolah Tinggi Ilmu Ekonomi Tamansiswa,0.009307284,0.01312336,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.581548129
STIMIK Pro Visi,0.006800369,0.009623797,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.581833762
STAI Sufyan Tsauri Majenang,0.006051176,0.007874016,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.596972294
Akademi Keperawatan Kesdam IV/Diponegoro,0.005359613,0.006999125,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.594115967
STMIK AKI Pati,0.007981789,0.014873141,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.600399886
Sekolah Tinggi Ilmu Administrasi Madani,0.00584947,0.007874016,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.599257355
Akademi Keperawatan Ngudi Waluyo Ungaran,0.011065007,0.01399825,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.611825193
STAI Mathali`ul Falah Kajen Margoyoso Pati,0.01535846,0.020122485,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.61582405
Sekolah Tinggi Ilmu Ekonomi Pelita Nusantara,0.010200553,0.01312336,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.616395316
STIKES Al Irsyad Al Islamiyyah Cilacap,0.027921853,0.036745407,0.088235294,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.620394173
Sekolah Tinggi Ilmu Kesehatan Kendal,0.021294375,0.026246719,0.058823529,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.63610397
STMIK AUB Surakarta,0.018672199,0.022747157,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.63496144
Akademi Keperawatan Ngesti Waluyo Parakan,0.008673352,0.010498688,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.626963725
"STAI Nahdlatul Ulama (STAINU), Temanggung, Jawa Tengah",0.01051752,0.01312336,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.635247072
Universitas Ngudi Waluyo,0.03774781,0.047244094,0.191176471,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.634675807
Sekolah Tinggi Ilmu Kesehatan Kendal,0.021294375,0.026246719,0.058823529,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.63610397
Akademi Farmasi Nusaputera Semarang,0.003918857,0.004374453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.646672379
Akademi Peternakan Karanganyar,0.004639235,0.005249344,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.654670094
Akademi Keperawatan Panti Kosala,0.011007377,0.01312336,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.658668952
Akademi Kebidanan Citra Medika Surakarta,0.006857999,0.007874016,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.644672951
Sekolah Tinggi Ilmu Farmasi Yayasan Pharmasi,0.033973029,0.04111986,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.650671237
Sekolah Tinggi Ilmu Pertanian Farming,0.012592208,0.014873141,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.649528706
Politeknik Ma arif,0.003342554,0.003499563,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.662667809
Akademi Keperawatan Insan Husada Surakarta,0.007808898,0.008748906,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.65952585
Akademi Keperawatan Karya Bhakti Nusantara,0.006396957,0.006999125,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.659811482
Institut Teknologi Telkom Purwokerto,0.015790687,0.018372703,0.102941176,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.66809483
Akademi Analis Farmasi dan Makanan 17 Agustus 1945,0.001988243,0.001749781,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.676378178
Sekolah Tinggi Ilmu Ekonomi Rajawali,0.008298755,0.008748906,0.058823529,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.679520137
STIKES Mitra Husada Karanganyar,0.01659751,0.018372703,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.683804627
AKBID Wira Husada Nusantara,0.005013831,0.005249344,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.675806912
Akademi Keperawatan Pemerintah Kab Purworejo,0.004207008,0.004374453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.688089117
Akademi Keperawatan Widya Husada,0.007290226,0.007874016,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.676092545
STIKES Bhakti Mandala Husada Slawi,0.02126556,0.022747157,0.058823529,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.697229363
Akademi Analis Kesehatan Pekalongan,0.005273167,0.005249344,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.699800057
STIKES Kusuma Husada Surakarta,0.035298525,0.038495188,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.697514996
AMIK Jakarta Teknologi Cipta,0.008385201,0.008748906,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.70008569
Sekolah Tinggi Ilmu Ekonomi Pariwisata Indonesia,0.019738359,0.020122485,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.706083976
Akademi Keperawatan Yakpermas Banyumas,0.009739511,0.009623797,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.701513853
Akademi Kesehatan Asih Husada,0.008673352,0.008748906,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.70437018
IKIP Veteran Jawa Tengah,0.092323651,0.092738408,0.191176471,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.718080548
STIKES An-Nur Purwodadi,0.018729829,0.018372703,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.720651243
STMIK Himsya,0.009105579,0.008748906,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.719794344
Akademi Keperawatan Mamba ul Ulum Surakarta,0.008414016,0.007874016,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.725221365
Sekolah Tinggi Ilmu Ekonomi AKA,0.016453435,0.015748031,0.058823529,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.734361611
Sekolah Tinggi Ilmu Ekonomi Surakarta,0.019853619,0.018372703,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.742073693
STMIK Widya Pratama,0.05901337,0.055993001,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.743501857
Sekolah Tinggi Ilmu Komunikasi,0.010920931,0.009623797,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.753213368
"Institut Agama Islam Imam Ghazali Cilacap (IAIIG), Jawa Tengah",0.020285846,0.017497813,0.088235294,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.762924879
STIKES Karya Husada Semarang,0.032993315,0.028871391,0.058823529,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.765781205
Sekolah Tinggi Ilmu Kesehatan ‘Aisyiyah Surakarta,0.033656063,0.029746282,0.058823529,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.76520994
STMIK Widya Utama,0.013168511,0.011373578,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.763210511
Akademi Pelayaran Niaga Indonesia Semarang,0.032733979,0.028871391,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.767780634
"STAI Al-Kamal Sarang Rembang, Jawa Tengah",0.00348663,0.002624672,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.763496144
Sekolah Tinggi Ilmu Ekonomi AMA,0.026913324,0.022747157,0.073529412,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.775778349
Akademi Keperawatan Giri Satria Husada,0.008788612,0.006999125,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.771208226
STKIP Islam Bumi Ayu,0.026164131,0.021872266,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.778349043
Sekolah Tinggi Ilmu Ekonomi Widya Manggalia,0.008759797,0.006999125,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.774921451
Sekolah Tinggi Ilmu Kesehatan Harapan Bangsa,0.040283541,0.032370954,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.792630677
Sekolah Tinggi Elektronika Dan Komputer Pat,0.11802674,0.094488189,0.102941176,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.80148529
Sekolah Tinggi Ilmu Kesehatan Elisabeth Semarang,0.021668972,0.016622922,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.802056555
Sekolah Tinggi Ilmu Ekonomi Satria,0.017317888,0.01312336,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.799771494
Akademi Farmasi Nasional Surakarta,0.008298755,0.006124234,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.804341617
Akademi Maritim Nusantara Cilacap,0.028786307,0.021872266,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.812910597
Sekolah Tinggi Ilmu Ekonomi Totalwin,0.024002997,0.017497813,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.81862325
STIE Muhammadiyah Pekalongan,0.021755417,0.014873141,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.838617538
Sekolah Tinggi Ilmu Ekonomi Adi Unggul Bhirawa,0.096847626,0.064741907,0.073529412,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.84947158
AMIK Harapan Bangsa Surakarta,0.012765099,0.007874016,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.856041131
Sekolah Tinggi Ilmu Ekonomi YPPI,0.024723375,0.014873141,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.864610111
Akademi Perekam Medik & Info Kes Citra Medika,0.023282619,0.01312336,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.878891745
Universitas Islam Nahdlatul Ulama Jepara,0.15335408,0.088363955,0.25,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.882319337
Akademi Analis Kesehatan 17 Agustus 1945 Semarang,0.010200553,0.005249344,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.880034276
Sekolah Tinggi Ilmu Ekonomi Putra Bangsa,0.03656639,0.020122485,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.885746929
Akademi Teknik Elektro Medik,0.005878285,0.002624672,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.888888889
Akademi Fisioterapi Widya Husada,0.007405486,0.003499563,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.888317624
Sekolah Tinggi Ilmu Ekonomi Bank Bpd Jawa Tengah,0.054979253,0.029746282,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.893173379
AMIK BSI Purwokerto,0.041637852,0.020997375,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.900599829
Sekolah Tinggi Islam Kendal (STIK),0.004696865,0.010498688,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.905169951
STMIK Bina Patria,0.029391425,0.01399825,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.912310768
Politeknik Pusmanu,0.015905947,0.006999125,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.916595258
Sekolah Tinggi Ilmu Ekonomi Trianandra,0.018585754,0.007874016,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.925449871
STMIK Amikom Purwokerto,0.088001383,0.038495188,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.930019994
Politeknik Harapan Bersama,0.134883587,0.058617673,0.088235294,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.93173379
Sekolah Tinggi Ilmu Ekonomi Widya Manggala,0.035961272,0.01312336,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.945729791
Sekolah Tinggi Maritim Dan Transpor AMNI,0.085436837,0.031496063,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.949157384
"STAI Pati (STAIP), Jawa Tengah",0.032561088,0.011373578,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.953156241
Akademi Kebidanan Bhakti Pertiwi Pemalang,0.002161134,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.957440731
STMIK YMI Tegal,0.018239972,0.005249344,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.961153956
Politeknik Dharma Patria,0.030860996,0.007874016,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.972864896
Sekolah Tinggi Ilmu Ekonomi Semarang,0.105520977,0.02712161,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.976863753
Universitas Muhammadiyah Malang,0.102898801,0.500437445,0.867647059,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0.909090909,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
Universitas Kristen Petra,0.242450438,0.261592301,0.205882353,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0.818181818,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.000856898
Universitas Narotama,0.058437068,0.092738408,0.147058824,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0.636363636,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.007140817
Universitas Muhammadiyah Sidoarjo,0.184387967,0.149606299,0.382352941,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0.818181818,1,1,0,1,1,1,1,0,1,1,1,1,1,0.888888889,0.666666667,0.00856898
