Nama Perguruan Tinggi,Jumlah Mahasiswa,Jumlah Dosen,Jumlah Program Studi,Fasilitas Olahraga,Wisma/Asrama/Hotel,Teknologi Informasi,Public Area,PERS Mahasiswa,Asuransi,Gedung Pertemuan,Laboratorium,Poliklinik,Bus Kampus,Kalender Pendidikan,Pusat Pelatihan Bahasa,Perpustakaan,Sarana Ibadah,Free Hotspot,Jumlah Fasilitas,Bus Umum,Restaurant,Tempat Ibadah,Kos/Asrama,Terminal Bus,Café,Tempat Olahraga,Bandara,Mall,Rumah Sakit,Stasiun Kereta,Supermarket,Apotek,Jumlah Tempat Umum Terdekat,Akreditasi,Ranking Nasional
Universitas Pekalongan,0.18626095,0.118110236,0.191176471,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0.272727273,1,1,0,1,1,1,1,0,1,1,1,1,1,0.888888889,0.666666667,0.05341331
Universitas Veteran Bangun Nusantara,0.032042416,0.15048119,0.367647059,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0.454545455,1,1,0,1,1,1,1,1,1,1,0,1,1,0.888888889,0.666666667,0.060268495
Universitas Widya Dharma,0.10030544,0.091863517,0.220588235,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0.545454545,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.061125393
Universitas Kristen Surakarta,0.004581604,0.022747157,0.044117647,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0.363636364,1,1,0,1,1,1,1,0,0,1,1,1,1,0.777777778,0,0.062267923
Universitas PGRI Semarang,0.280082988,0.321959755,0.352941176,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0.636363636,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.062839189
Universitas Tunas Pembangunan Surakarta (UTP),0.134047948,0.128608924,0.132352941,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.272727273,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0.065981148
Universitas Darul Ulum Islamic Centre Sudirman,0.034693407,0.046369204,0.102941176,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.076263925
Universitas Islam Batik,0.080077225,0.040244969,0.058823529,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.181818182,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0.07683519
STMIK Duta Bangsa,0.074170124,0.056867892,0.044117647,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.181818182,1,1,0,1,1,1,1,0,1,1,0,1,1,0.777777778,0,0.079405884
Universitas Sains Alqur an,0.146467266,0.089238845,0.338235294,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.088260497
Universitas Wijaya Kusuma Purwokerto,0.009797142,0.108486439,0.161764706,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.091402456
Universitas Slamet Riyadi,0.075293914,0.131233596,0.25,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.095115681
Universitas Sultan Fatah,0.016770401,0.045494313,0.147058824,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.272727273,1,1,0,1,1,1,1,0,1,1,0,1,1,0.777777778,0,0.097400743
Universitas Surakarta,0.14266367,0.154855643,0.264705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.103113396
Universitas Wahid Hasyim,0.191764638,0.073490814,0.279411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.107397886
Universitas Aki,0.020285846,0.043744532,0.073529412,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.115395601
Universitas Boyolali,0.024291148,0.056867892,0.220588235,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.181818182,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0.115681234
Universitas Pandanaran,0.071749654,0.059492563,0.132352941,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.119108826
Universitas Nahdlatul Ulama,0.018758645,0.041994751,0.102941176,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.120822622
Akademi Seni Dan Desain Indonesia Surakarta,0.001527201,0.008748906,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.159097401
Akademi Kebidanan Panti Wilasa,0.007722453,0.008748906,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.145672665
Politeknik Jawa Dwipa,0.005935915,0.008748906,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.148243359
Akademi Kebidanan Panti Wilasa,0.008010604,0.014873141,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.145672665
Politeknik Surakarta,0.001527201,0.016622922,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.167380748
STIKES Muhammadiyah Klaten,0.003025588,0.031496063,0.058823529,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.175378463
Akademi Sekretari Dan Manajemen Santa Anna,0.005100277,0.005249344,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.180234219
Sekolah Tinggi Teknologi Muhammadiyah Kebumen,0.013773628,0.011373578,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.192802057
Akademi Kebidanan Islam Al-hikmah,0.014465191,0.010498688,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.201371037
Akademi Kebidanan Duta Dharma Pati,0.020948594,0.01399825,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.201942302
Politeknik Banjarnegara,0.021006224,0.017497813,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.187946301
Sekolah Tinggi Islam Al-Mukmin Ngruki Cemani Sukoharjo,0.004696865,0.002624672,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.189660097
Politeknik ATMI,0.007952974,0.024496938,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.188231934
Sekolah Tinggi Ilmu Kesehatan Widya Husada,0.003890041,0.034120735,0.073529412,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.195087118
Akademi Teknik Perkapalan Veteran,0.002449285,0.006999125,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.217080834
Sekolah Tinggi Agama Buddha Syailendra,0.010142923,0.004374453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.235361325
Sekolah Tinggi Ilmu Ekonomi Cendekia Karya Utama,0.002132319,0.011373578,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.23050557
STIKES Paguwarmas Maos,0.002737437,0.01399825,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.237360754
Sekolah Tinggi Ilmu Kesehatan Hakli,0.006598663,0.025371829,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.233647529
STKIP Majenang,0.001383126,0.008748906,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.237646387
Akademi Kebidanan Mardirahayu,0.002334025,0.012248469,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.242502142
Sekolah Tinggi Ilmu Ekonomi Swasta Mandiri,0.00129668,0.007874016,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.231933733
Akademi Manajemen Indonesia Semarang,0.002506916,0.011373578,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.263067695
Sekolah Tinggi Ilmu Ekonomi St Pignatelli,0.003198479,0.01399825,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.249071694
Akademi Kebidanan Bhakti Putra Bangsa Purworejo,0.002852697,0.01312336,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.246215367
Akademi Kebidanan Ar-Rum Salatiga,0.005157907,0.009623797,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.244787204
AMIK YMI Tegal,0.013226141,0.005249344,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.260497001
Politeknik Purbaya,0.011468419,0.004374453,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.248214796
Akademi Kebidanan An-Nur Purwodadi,0.002535731,0.009623797,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.288774636
Akademi Bahasa Asing St Pignatelli,0.001671277,0.006999125,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.285061411
STAI An-Nawawi,0.00123905,0.005249344,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.279063125
Akademi Kebidanan Bakti Utama Pati,0.00224758,0.008748906,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.291630963
Sekolah Tinggi Kesehatan Bina Cipta Husada,0.002334025,0.008748906,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.306769494
Akademi Manajemen Rumah Sakit Kusuma Husada,0.000950899,0.003499563,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.313053413
Akademi Analis Kesehatan Theresiana,0.000950899,0.003499563,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.295915453
STIT Madina Sragen,0.00118142,0.004374453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.304770066
Akademi Kesejahteraan Sosial Ibu Kartini,0.003832411,0.01399825,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.307912025
Universitas Muhadi Setiabudi,0.009998847,0.034995626,0.132352941,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.29991431
Sekolah Tinggi Ilmu Ekonomi Atma Bhakti,0.007751268,0.0279965,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.301342474
Akademi Analis Kesehatan Nasional Surakarta,0.005388428,0.018372703,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.294487289
Akademi Teknik Wacana Manunggal Semarang,0.002161134,0.007874016,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.309625821
Politeknik Muhammadiyah Magelang,0.002650991,0.008748906,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.320479863
Akademi Kebidanan Yappi Sragen,0.003140848,0.009623797,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.315052842
Sekolah Tinggi Ilmu Ekonomi AAS,0.007664822,0.024496938,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.333047701
Akademi Farmasi Theresiana Semarang,0.002161134,0.006999125,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.317052271
Akademi Keperawatan Al-Hikmah Brebes,0.001700092,0.005249344,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.34047415
Akademi Kimia Industri Santo Paulus Semarang,0.002622176,0.007874016,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.335332762
Akademi Bahasa Asing IEC Putra Bangsa tegal,0.000489857,0.001749781,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.339617252
Akademi Kebidanan YPBHK Brebes,0.004235823,0.012248469,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.343044844
STAI Mamba`ul Ulum Surakarta (STAIMUS),0.007203781,0.020997375,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.353041988
Akademi Kebidanan Perwira Husada Purwokerto,0.001815353,0.005249344,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.342473579
Politeknik Sawunggalih Aji,0.005503688,0.015748031,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.348471865
Akademi Kebidanan Graha Mandiri Cilacap,0.002650991,0.007874016,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.345044273
Sekolah Tinggi Teologi Intheos Surakarta,0.003284924,0.009623797,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.353613253
Akademi Kebidanan Ngudi Waluyo,0.003573075,0.009623797,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.360468438
Akademi Kebidanan KH Putra,0.001210235,0.003499563,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.343901742
Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Cilacap,0.0059071,0.015748031,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.354470151
STIE Islam Bumiayu,0.003918857,0.010498688,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.355898315
Akademi Akuntansi Effendi Harahap,0.00242047,0.006124234,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.386175378
Akademi Kebidanan Siti Fatimah,0.000950899,0.002624672,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.36503856
STIA Asuh Mitra Solo,0.00821231,0.020997375,0.058823529,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.379605827
AMIK Veteran Purwokerto,0.002103504,0.005249344,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.383319052
Sekolah Tinggi Ilmu Ekonomi Wijaya Mulya,0.005157907,0.01312336,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.375035704
Akademi Pertanian Hkti Banyumas,0.002045874,0.005249344,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.383033419
Akademi Kebidanan Muslimat Nahdlatul Ulama Kudus,0.001613647,0.004374453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.367894887
Akademi Kebidanan Bhakti Nusantara Salatiga,0.00236284,0.006124234,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.367037989
Politeknik Trisila Dharma,0.003025588,0.007874016,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.372179377
Akademi Teknologi AUB,0.003457815,0.009623797,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.389602971
Politeknik Unggulan Sragen,0.007117335,0.018372703,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.371036847
Akademi Pariwisata Eka Sakti,0.001152605,0.002624672,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.414453013
Akademi Bahasa Asing Prawira Martha Sukoharjo,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.416452442
Akademi Bahasa Asing Harapan Bangsa,0.001469571,0.003499563,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.415309911
STIKES PKU Muhammadiyah Surakarta,0.01187183,0.028871391,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.410454156
Akademi Kebidanan Soko Tunggal,0.001440756,0.003499563,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.396172522
STIKES Muhammadiyah Pekajangan,0.019162056,0.044619423,0.073529412,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.408454727
"STAI Walisembilan Semarang (SETIAWS), Jawa Tengah",0.00478331,0.011373578,0.073529412,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.4055984
STPKat St. Fransiskus Asisi,0.00123905,0.002624672,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.434732933
Akademi Keperawatan 17 Karanganyar,0.004351083,0.009623797,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.42159383
Politeknik Muhammadiyah Pekalongan,0.005763024,0.012248469,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.425592688
Sekolah Tinggi Teologi Soteria Purwokerto,0.000432227,0.000874891,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.433876035
Sekolah Tinggi Ilmu Ekonomi Anindyaguna,0.005301982,0.011373578,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.426449586
"STAI Nahdlatul Ulama (STAINU) Kebumen, Jawa Tengah",0.011209083,0.024496938,0.102941176,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.430162811
Akademi Perikanan Baruna,0.006454587,0.01399825,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.439017424
Sekolah Tinggi Ilmu Kesehatan Cendekia Utama,0.014090595,0.029746282,0.058823529,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.431590974
Akademi Kebidanan Abdi Husada,0.004408714,0.009623797,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.440445587
STIKES Telogorejo Semarang,0.015588981,0.034120735,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.434447301
Akademi Kebidanan Harapan Ibu Pekalongan,0.004235823,0.008748906,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.445586975
Akademi Keperawatan Patria Husada Surakarta,0.002708621,0.005249344,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.446158241
Politeknik Pratama,0.006339327,0.01312336,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.448157669
Akademi Keperawatan Muhammadiyah Kendal,0.004812125,0.009623797,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.443873179
Akademi Kebidanan Estu Utomo,0.008990318,0.017497813,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.463010568
Akademi Statistika Muhammadiyah Semarang,0.005157907,0.010498688,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.459868609
Akademi Akuntansi Muhammadiyah Klaten,0.000893269,0.001749781,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.460725507
Sekolah Tinggi Teknik Wiworotomo,0.006829184,0.01399825,0.058823529,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.455012853
Sekolah Tinggi Ilmu Kesehatan Duta Gama Klaten,0.008846243,0.016622922,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.478720366
Akademi Pariwisata Mandala Bhakti,0.005993545,0.011373578,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.483290488
Sekolah Tinggi Ilmu Kesehatan Muhammadiyah Gombong,0.020257031,0.037620297,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.475864039
Politeknik Kesehatan BHakti Mulia,0.013312586,0.024496938,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.472150814
Akademi Keperawatan Yappi Sragen,0.004293453,0.007874016,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.486432448
Politeknik Stibisnis,0.004927386,0.008748906,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0,0.494430163
Sekolah Tinggi Ilmu Komputer Yos Sudarso,0.005878285,0.010498688,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.500428449
